rat_ensembl_gene_id	rat_gene_symbol	gene_type	mean_normal	mean_diabetic	log2FC	median_log2FC	hedges_g	welch_p	BH_FDR	tested	same_median_direction	large_effect_abs_log2FC_ge_0.5	direction	mouse_ensembl_gene_id	mouse_gene_symbol	orthology_type	orthology_confidence	ortholog_mapping_basis
ENSRNOG00000056300	Gm22522	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000088896	Gm22522	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000056302	AABR07054460	miRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056303	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056304	AABR07025709	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056306	AABR07018819	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056309	AABR07028793	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056310	AC128084	protein_coding	0.025994000000000003	0.047571999999999996	0.14932355670935227	0.0	0.19225531403831064	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056311	Y_RNA	misc_RNA	0.0001	0.16921433333333333	0.8671023547381869	0.0	0.6531972647421808	1.0	1.0	False	False	True	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056313	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056315	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056316	AABR07061462	pseudogene	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056317	Gm25418	snoRNA	0.21206933333333333	0.12759566666666666	-0.20297746504007774	0.0	-0.10851851249669837	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056318	AABR07055738	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056322	AABR07071969	lincRNA	0.037956333333333335	0.02129466666666667	-0.12815476821824623	0.0	-0.19260617437871771	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056326	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056329	U1	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056330	Cnbd1	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056331	AC127640	pseudogene	0.029484	0.06578666666666666	0.3347380556012398	0.18638428950850594	1.0505123913217724	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056333	AABR07072528	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056334	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056335	AC113635	pseudogene	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056336	AC131521	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056338	AABR07058884	protein_coding	0.05435433333333334	0.06621766666666666	0.08573907459867414	0.10037101460697784	0.3027544102177778	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056339	AABR07019432	lincRNA	0.01561866666666667	0.059092666666666675	0.3059520231358581	0.0	0.382166796603131	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056340	Gm24903	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000088756	Gm24903	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000056341	AABR07012843	pseudogene	0.022067000000000003	0.0001	-0.24324998610203252	0.0	-0.6531972647421809	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056344	AABR07049578	pseudogene	0.26692866666666665	0.129325	-0.7075861956867489	-1.223396247779072	-1.1138291636475282	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056345	AABR07055539	processed_pseudogene	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056346	AC110102	lincRNA	0.010632000000000003	0.0001	-0.1319231843793527	0.0	-0.6531972647421831	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056347	AABR07069791	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056348	AABR07069235	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056352	AABR07029634	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056355	U1	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056356	Mir7239	miRNA	0.05094599999999999	0.0001	-0.44520989371221065	0.0	-0.6531972647421803	1.0	1.0	False	False	False	down	ENSMUSG00000099331	Mir7239	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000056357	U1	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056358	Ccdc27	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000039492	Ccdc27	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000056359	AABR07035722	lincRNA	0.06000766666666666	0.04231166666666667	-0.19798270344809588	-0.0042027495465299936	-0.49085332316160135	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056360	AABR07041019	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056361	7SK	misc_RNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056363	Ccdc110	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056364	AABR07073021	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056366	AABR07026614	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056367	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056369	Rgs21	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000098509	Rgs21	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000056372	AABR07060560	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056373	AABR07024648	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056378	LOC102555749	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056380	AABR07060940	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056383	U4	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056384	AABR07026612	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056386	LOC108351370	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056388	AABR07020859	lincRNA	0.0001	0.03022666666666667	0.30939918384899245	0.0	0.6531972647421802	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056389	AABR07044001	lincRNA	0.0001	0.05056033333333334	0.44300247695396555	0.0	0.653197264742181	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056390	AABR07007078	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056391	Gm26081	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056392	AABR07009824	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056393	AABR07051555	lincRNA	0.028088666666666668	0.0001	-0.2929270625862408	0.0	-0.6531972647421805	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056395	AABR07013073	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056396	AABR07006120	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000024757	Slc22a19	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000056399	AABR07018789	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056400	Hhipl2	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000053461	Hhipl2	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000056401	AABR07044063	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056402	AABR07059449	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056403	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056405	U1	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056406	Vom1r72	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056408	AABR07063760	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056409	AABR07070669	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056410	AABR07033184	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056412	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056413	Spata31d3	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056415	AABR07044308	processed_pseudogene	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056416	AABR07009910	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056417	AABR07052697	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056418	AABR07057415	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056419	AABR07036507	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056421	AABR07052897	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056423	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056425	AABR07058280	miRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056426	AABR07045370	snoRNA	0.0001	0.06674966666666667	0.5279187158318028	0.0	0.6531972647421811	1.0	1.0	False	False	True	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056427	AABR07007717	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056430	AABR07064368	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056431	AABR07021492	lincRNA	0.014667333333333336	0.0001	-0.17421392225445542	0.0	-0.6531972647421824	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056432	U7	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000088563	Gm23779	ortholog_one2one	1	unique_rat_gene_symbol
ENSRNOG00000056433	AC115420	lincRNA	0.0001	0.053925999999999995	0.4619330779985025	0.0	0.6531972647421806	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056437	Gm23787	snoRNA	0.04673666666666667	0.029055	-0.20881122966935317	-0.7195981380386556	-0.34560409105425005	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056438	AC112624	protein_coding	0.03791	0.058930666666666666	0.17120204070710177	0.027156997090069357	0.4623793048732135	1.0	1.0	False	True	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056441	AC114389	lincRNA	0.0001	0.055833	0.4723374887030478	0.0	0.6531972647421806	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056442	AC107190	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056443	AABR07068107	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056444	AABR07021503	lincRNA	0.0001	0.18262966666666666	0.89795308938757	0.0	0.6531972647421811	1.0	1.0	False	False	True	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056445	AABR07004530	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056447	AABR07051658	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056448	AABR07062033	lincRNA	0.0001	0.01276344666666667	0.15472347545557907	0.0	0.6531972647421809	1.0	1.0	False	False	False	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056449	5S_rRNA	rRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056452	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056453	AABR07068308	lincRNA	0.0001	0.047136333333333336	0.5122108253167941	0.7065863027564023	1.2939257274309603	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056460	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056461	7SK	misc_RNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056463	RGD1562508	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056464	AABR07022037	lincRNA	0.052434	0.0001	-0.5313058074486139	-0.46288125928149615	-1.0571383443005182	1.0	1.0	False	True	True	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056466	AABR07066160	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056467	AABR07048269	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056468	RGD1560510	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056469	Mir290	miRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056470	RNaseP_nuc	ribozyme	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056471	AABR07051251	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056472	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056473	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056478	AABR07001807	pseudogene	0.07131900000000001	0.045953999999999995	-0.22614149884007695	-0.16315679317792497	-0.6997418341559685	1.0	1.0	False	True	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056480	LOC102554012	lincRNA	0.06064866666666666	0.03126533333333333	-0.18044866125971248	0.0	-0.19972735079435558	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056481	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056483	AABR07054292	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056484	AABR07000978	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056489	AABR07058141	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056491	AABR07057231	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056492	AABR07040463	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056493	Mybpc1	protein_coding	0.026054274666666665	0.026592700333333334	-0.0244318026141368	-0.179796390273256	-0.06228161955220511	1.0	1.0	False	True	False	down	ENSMUSG00000020061	Mybpc1	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000056495	AABR07065676	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056496	AC113858	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056497	U1	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056498	AABR07070265	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056499	AABR07059850	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056500	AABR07043877	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056502	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056503	AABR07015015	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056504	AABR07071385	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056505	AABR07060680	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056506	U4	snRNA	0.08958333333333333	0.0001	-0.6268061280824426	0.0	-0.6531972647421809	1.0	1.0	False	False	True	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056508	AC120732	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056509	AABR07065465	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056512	AABR07054609	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056514	AABR07026997	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056515	AABR07028356	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056516	AABR07047062	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056517	7SK	misc_RNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056518	SNORA71	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	ENSMUSG00000064585	Gm25129	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000056519	LOC100364523	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056520	AABR07067767	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056521	AABR07063250	miRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056522	AABR07068066	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056523	U1	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056525	AABR07007853	lincRNA	0.027348	0.0001	-0.2870864500760302	0.0	-0.6531972647421809	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056527	AABR07024721	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056528	AABR07006978	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056529	AABR07062185	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056530	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056531	AABR07067775	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056533	U6	snRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056534	7SK	misc_RNA	0.049035666666666665	0.002518666666666667	-0.40052163819456155	0.0	-0.6007648933770419	1.0	1.0	False	False	False	down	NA	NA	NA	NA	unmapped
ENSRNOG00000056536	AABR07034573	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056538	AABR07034100	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056539	AABR07058021	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056540	AABR07028776	pseudogene	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056541	AC108572	lincRNA	0.05897233333333333	0.19743466666666665	0.6668608704383803	1.064652157621687	0.6812355506394808	1.0	1.0	False	True	True	up	NA	NA	NA	NA	unmapped
ENSRNOG00000056544	AABR07062333	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056547	U2	snRNA	0.11723033333333333	0.0001	-0.7244184184016387	0.0	-0.6531972647421809	1.0	1.0	False	False	True	down	ENSMUSG00000064398	Gm23628	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000056548	AABR07053885	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056549	AABR07009482	snoRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056553	Rdh12	protein_coding	0.5102273333333334	0.2523786666666667	-0.9317130648649462	-1.2642665541050444	-1.2235484466886337	1.0	1.0	False	True	True	down	ENSMUSG00000021123	Rdh12	ortholog_one2one	1	ensembl_gene_id
ENSRNOG00000056554	AABR07044794	lincRNA	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
ENSRNOG00000056555	AABR07054983	protein_coding	0.0001	0.0001	0.0	0.0	0.0	1.0	1.0	False	True	False	flat	NA	NA	NA	NA	unmapped
